all_words	flexion	grammar	definition	translation	used	example	semem_links	idiom	derivation	word
http://www.makedonski.info/show/заводник/м	 мн. заводници 	 Вид збор: Именка, машки род 	 	 Англиски: seducer 			 		 1. заводница ж. мн. заводнициNEXT_MEANING 2. заводничка ж. мн. заводничкиNEXT_MEANING 3. заводнички прид. заводничкиот Пример: заводнички поглед	заводник, м
http://www.makedonski.info/show/завоевател/м	 мн. завоеватели 	 Вид збор: Именка, машки род 	 	 Англиски: conqueror 	 Архаизам 					завоевател, м
http://www.makedonski.info/show/завози/св	 завозат 	 Вид збор: Глагол, свршен 	 	 Англиски: drive 	 Транспорт 	 Го завози автомобилот иако немаше дозвола. 			 завозува несв. завозуваат	завози, св
http://www.makedonski.info/show/завој/м	 мн. завои 	 Вид збор: Именка, машки род 	 Слично со: преврска (ж.) NEXT_MEANING Слично со: свијок (м.) NEXT_MEANING Слично со: промена (ж.) 	 Англиски: bandage Албански: fashë NEXT_MEANING Англиски: turn Албански: kurba NEXT_MEANING Англиски: change Албански: ndryshim 	 Медицина NEXT_MEANING Преносно значење 		 Слично со: преврска (ж.) 			завој, м
http://www.makedonski.info/show/завојува/св	 завојуваат 	 Вид збор: Глагол, свршен 	 Слично со: војува (несв.) NEXT_MEANING Слично со: освои (св.) NEXT_MEANING Слично со: собере (св.) 	 Англиски: fight Албански: lufton NEXT_MEANING Англиски: conquer Албански: zaptoj NEXT_MEANING Англиски: collect Албански: marr 	 Преносно значење 	 Германската војска за кусо време завојува голем дел од Европа. NEXT_MEANING Нашите единици го завојуваа градот. 	 Слично со: војува (несв.) 		 завојување ср. глаг. им. 	завојува, св
http://www.makedonski.info/show/завојуван/прид	 завојувани 	 Вид збор: Придавка 	 NEXT_MEANING 	 Англиски: belligerent NEXT_MEANING Англиски: conquered 		 завојувани области 	 			завојуван, прид
http://www.makedonski.info/show/завојувач/м	 мн. завојувачи 	 Вид збор: Именка, машки род 	 Слично со: освојувач (м.) 	 Англиски: conqueror 			 Слично со: освојувач (м.) 		 завојувачки прид. завојувачкиот	завојувач, м
http://www.makedonski.info/show/завор/м	 мн. завори 	 Вид збор: Именка, машки род 	 	 						завор, м
http://www.makedonski.info/show/заворка/ж	 мн. заворки 	 Вид збор: Именка, женски род 	 	 						заворка, ж
http://www.makedonski.info/show/заворна/ж	 мн. заворни 	 Вид збор: Именка, женски род 	 Слично со: резе (ср.) 	 Англиски: bar 	 Разговорно 		 Слично со: резе (ср.) 			заворна, ж
http://www.makedonski.info/show/заврагува/св	 заврагуваат 	 Вид збор: Глагол, свршен 	 	 			 			заврагува, св
http://www.makedonski.info/show/завража/св	 завражаат 	 Вид збор: Глагол, свршен 	 Слично со: вража (несв.) 	 Англиски: conjure 			 Слично со: вража (несв.) 		 завражува несв. завражуваат	завража, св
http://www.makedonski.info/show/завратен/прид	 завратениот 	 Вид збор: Придавка 	 	 Англиски: turned up 			 			завратен, прид
http://www.makedonski.info/show/заврати/св	 завратат 	 Вид збор: Глагол, свршен 	 Слично со: свитка (св.) NEXT_MEANING NEXT_MEANING 	 Англиски: turn up Албански: mbështjell NEXT_MEANING Албански: vendos NEXT_MEANING Англиски: turn back Албански: kthehet 		 Се изми и ја заврати косата со еден дрвен чешел. 	 Слично со: свитка (св.) 	 4. завраќање ср. глаг. им.	 1. завратува несв. завратуваатNEXT_MEANING 2. завратување ср. глаг. им.NEXT_MEANING 3. завраќа несв. завраќаатNEXT_MEANING 4. завраќање ср. глаг. им.	заврати, св
http://www.makedonski.info/show/завратник/м	 мн. завратници 	 Вид збор: Именка, машки род 	 	 			 			завратник, м
http://www.makedonski.info/show/завратница/ж	 мн. завратници 	 Вид збор: Именка, женски род 	 	 						завратница, ж
http://www.makedonski.info/show/заврбува/св	 заврбуваат 	 Вид збор: Глагол, свршен 	 	 Англиски: recruit 						заврбува, св
http://www.makedonski.info/show/заврви/св	 заврват 	 Вид збор: Глагол, свршен 	 	 Англиски: walk 		 Околу ридот заврвија војници. NEXT_MEANING По патот заврвија децата од училиште. NEXT_MEANING Заврвија годините како вода. 				заврви, св
http://www.makedonski.info/show/заврвчи/св	 (се) заврвчат 	 Вид збор: Глагол, свршен 	 	 		 Тие се заврвчија еден по еден како овци. 				заврвчи, св
http://www.makedonski.info/show/завргали/св	 (се) завргалат 	 Вид збор: Глагол, свршен 	 Слично со: вргали (несв.) , џари (несв.) 	 Англиски: goggle 			 Слично со: вргали (несв.) , џари (несв.) 		 завргалува несв. (се) завргалуваат	завргали, св
http://www.makedonski.info/show/завре/св	 заврат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING 	 Англиски: stick Албански: fsheh, fut NEXT_MEANING Англиски: hide Албански: fsheh, fut, hyn 		 Тие се завреа во копата сено. 	 		 1. завира несв. (се) завираатNEXT_MEANING 2. завирање ср. глаг. им. 	завре, св
http://www.makedonski.info/show/завреви/св	 завреват 	 Вид збор: Глагол, свршен 	 	 		 Сите завревија во еден глас. NEXT_MEANING Тој завреви силно и ги покани на трпеза. 			 завревува несв. завревуваат	завреви, св
http://www.makedonski.info/show/заврека/св	 заврекаат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING 	 Англиски: bleat Албански: hingëlloj NEXT_MEANING Англиски: scream Албански: piskas, hingëlloj 	 Преносно значење 	 Децата заврекаа. 	 		 заврекува несв. заврекуваат	заврека, св
http://www.makedonski.info/show/завреска/св	 заврескаат 	 Вид збор: Глагол, свршен 	 	 Англиски: cry 			 		 заврескува несв. заврескуваат	завреска, св
http://www.makedonski.info/show/заврз/м	 мн. заврзи 	 Вид збор: Именка, машки род 	 	 Албански: njomëz 	 Ботаника NEXT_MEANING Земјоделство 		 			заврз, м
http://www.makedonski.info/show/заврзе/св	 заврзат 	 Вид збор: Глагол, свршен 	 Слично со: врзе (св.) Спротивно од: одврзе (св.) NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: зафати (св.) NEXT_MEANING Слично со: заплетка (св.) NEXT_MEANING 	 Англиски: tie Албански: shtërngoj NEXT_MEANING Англиски: wrap Албански: mbështjell NEXT_MEANING Англиски: begin Албански: filloj NEXT_MEANING Англиски: begin Албански: ndërtoj NEXT_MEANING Англиски: entangle Албански: ngatërroj NEXT_MEANING Англиски: begin Албански: filloi 		 Го разгради човекот и му ја заврза раната. NEXT_MEANING На главата беше заврзал чалма. 	 Слично со: врзе (св.) Спротивно од: одврзе (св.) 	 1. заврзува несв. (се) заврзуваат	 1. заврзува несв. (се) заврзуваатNEXT_MEANING 2. заврзување ср. глаг. им. 	заврзе, св
http://www.makedonski.info/show/заврзок/м	 мн. заврзоци 	 Вид збор: Именка, машки род 	 NEXT_MEANING Слично со: врзоп (м.) , врзулец (м.) 	 Албански: nyje, lidhje NEXT_MEANING Англиски: bundle Албански: lidhje 			 			заврзок, м
http://www.makedonski.info/show/заврие/св	 завријат 	 Вид збор: Глагол, свршен 	 Слично со: проврие (св.) , зоврие (св.) 	 Англиски: boil 			 Слично со: проврие (св.) , зоврие (св.) 		 заврива несв. завриваат	заврие, св
http://www.makedonski.info/show/заврна/ж	 мн. заврни 	 Вид збор: Именка, женски род 	 	 						заврна, ж
http://www.makedonski.info/show/заврне/св	 заврнат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING Слично со: паѓа (несв.) NEXT_MEANING Слично со: врати (св.) 	 Англиски: rain Албански: bie shi NEXT_MEANING Англиски: rain Албански: bie shi NEXT_MEANING Англиски: return Албански: kthehet 	 Дијалектен збор 	 Вчера заврна силен дожд. 	 		 1. заврнува несв. заврнуваатNEXT_MEANING 2. заврнување ср. глаг. им. 	заврне, св
http://www.makedonski.info/show/заврница/ж	 мн. заврници 	 Вид збор: Именка, женски род 	 Слично со: заворна (ж.) , мандало (ср.) 	 Англиски: bolt 			 Слично со: заворна (ж.) , мандало (ср.) 			заврница, ж
http://www.makedonski.info/show/заврска/ж	 мн. заврски 	 Вид збор: Именка, женски род 	 Спротивно од: разврска (ж.) NEXT_MEANING 	 Англиски: entanglement Албански: konflikt, zënkë NEXT_MEANING Англиски: bundle Албански: tuf, vandak 	 Книжевен збор NEXT_MEANING Дијалектен збор 		 Спротивно од: разврска (ж.) 			заврска, ж
http://www.makedonski.info/show/заврти/св	 завртат 	 Вид збор: Глагол, свршен 	 Слично со: ротира (св. и несв.) NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: сврти (св.) NEXT_MEANING NEXT_MEANING NEXT_MEANING Слично со: промени (св.) NEXT_MEANING Слично со: подврти (св.) NEXT_MEANING Слично со: кружи (несв.) NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING 	 Англиски: turn Албански: rrotullim NEXT_MEANING Англиски: circle Албански: qark NEXT_MEANING Англиски: turn Албански: kthen NEXT_MEANING Англиски: turn Албански: kthen NEXT_MEANING Англиски: turn Албански: kthen NEXT_MEANING Англиски: turn Албански: mbron NEXT_MEANING NEXT_MEANING Англиски: change Албански: ndryshoj NEXT_MEANING Англиски: turn up Албански: mbërrij NEXT_MEANING Англиски: revolve Албански: vërtitem NEXT_MEANING Англиски: spin Албански: thurje NEXT_MEANING Англиски: turn Албански: kthen NEXT_MEANING Англиски: turn Албански: kthen NEXT_MEANING NEXT_MEANING Англиски: faint Албански: marrje mend 	 Преносно значење NEXT_MEANING Медицина 	 Откако неколку пати ја заврте собата, застана пред нив. NEXT_MEANING Таа заврти околу и застана пред другата врата. 	 Слично со: ротира (св. и несв.) 	 8. За време - се промени. Англиски: change Албански: ndryshoj Примери: Времето заврте на снег. Слично со: промени (св.) 	 1. завртува несв. (се) завртуваатNEXT_MEANING 2. завртување ср. глаг. им. 	заврти, св
http://www.makedonski.info/show/завртка/св	 заврткаат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING Слично со: заврти (св.) NEXT_MEANING Слично со: задржи (св.) NEXT_MEANING 	 Англиски: spin Албански: vërtis, rrotulloj NEXT_MEANING Албански: sjell, vërtis NEXT_MEANING Англиски: hold up Албански: vërtis, ngadalson NEXT_MEANING Англиски: delay Албански: vërtitem, humbem 		 Јагнето ја завртка опашката. 	 			завртка, св
http://www.makedonski.info/show/завртка/ж	 мн. завртки 	 Вид збор: Именка, женски род 	 Слично со: шраф (м.) Спротивно од: навртка (ж.) 	 Англиски: bolt 	 Технологија 		 Слично со: шраф (м.) Спротивно од: навртка (ж.) 			завртка, ж
http://www.makedonski.info/show/завруќи/св	 (се) завруќат 	 Вид збор: Глагол, свршен 	 	 	 Дијалектен збор 	 Завруќи, па се разбегаа по одмори. 				завруќи, св
http://www.makedonski.info/show/завршен/прид	 завршениот 	 Вид збор: Придавка 	 Слично со: целосен (прид.) , готов (прид.) Спротивно од: недовршен (прид.) NEXT_MEANING Слично со: конечен (прид.) , краен (прид.) , финален (прид.) Спротивно од: привремен (прид.) 	 Англиски: completed NEXT_MEANING Англиски: final 		 Во завршениот дел од шталата мукаа две крави. NEXT_MEANING Со реченицата треба да искажеме завршена мисла. 			 завршеност ж.	завршен, прид
http://www.makedonski.info/show/завршеток/м	 мн. завршетоци 	 Вид збор: Именка, машки род 	 Слично со: крај (м.) 	 Англиски: ending 			 Слично со: крај (м.) 			завршеток, м
http://www.makedonski.info/show/заврши/св	 завршат 	 Вид збор: Глагол, свршен 	 Слично со: изврши (св.) Спротивно од: почне (св.) NEXT_MEANING Слично со: дипломира (св. и несв.) NEXT_MEANING NEXT_MEANING Слично со: заклучи (св.) , доврши (св.) NEXT_MEANING NEXT_MEANING Слично со: врши (несв.) 	 Англиски: finish Албански: përfundoj NEXT_MEANING Англиски: graduate Албански: arriti NEXT_MEANING Англиски: end Албански: arriti NEXT_MEANING Англиски: finish Албански: përfundoj NEXT_MEANING Англиски: end Албански: mbaroj NEXT_MEANING Англиски: thresh 	 Образование NEXT_MEANING Земјоделство 	 Таа заврши за болничарка. NEXT_MEANING Тој заврши богословија. 	 Слично со: изврши (св.) Спротивно од: почне (св.) 	 завршување ср. завршувањето глаг. им. 	 завршување ср. завршувањето глаг. им. 	заврши, св
http://www.makedonski.info/show/завршница/ж	 мн. завршници 	 Вид збор: Именка, женски род 	 Слично со: финиш (м.) 	 Англиски: finish 			 Слично со: финиш (м.) 			завршница, ж
http://www.makedonski.info/show/завршок/м	 мн. завршоци 	 Вид збор: Именка, машки род 	 NEXT_MEANING 	 Англиски: ending Албански: fund, përfundim NEXT_MEANING Англиски: ending Албански: mbaresë 	 Граматика 	 Родот на именките од туѓо потекло се определува според нивниот завршок. NEXT_MEANING Одделни придавки по својот завршок потсетуваат на изведени зборови. 	 			завршок, м
http://www.makedonski.info/show/завршува/несв	 (се) завршуваат 	 Вид збор: Глагол, несвршен 	 NEXT_MEANING 	 Англиски: finish Албански: përfundon NEXT_MEANING Англиски: thresh Албански: mbaron 		 Хоризонтот завршува со дрвја. NEXT_MEANING Долу, кај што завршуваше брегот, течеше река. NEXT_MEANING Ќе се задржиме на именките што завршуваат на согласка. 				завршува, несв
http://www.makedonski.info/show/завтаса/св	 завтасаат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING NEXT_MEANING Слично со: затече (св.) 	 Англиски: catch up Албански: arrin NEXT_MEANING Англиски: reach Албански: arrij NEXT_MEANING Англиски: find out Албански: zbuloj 		 Не ќе пропадне светот ако не завтаса да ја сврши работата. 	 		 1. завтасува несв. завтасуваатNEXT_MEANING 2. завтасување ср. глаг. им. 	завтаса, св
http://www.makedonski.info/show/завчас/прил	 	 Вид збор: Прилог 	 	 Англиски: immediately 			 			завчас, прил
http://www.makedonski.info/show/завчера/прил	 	 Вид збор: Прилог 	 	 Албански: pardje 			 			завчера, прил
http://www.makedonski.info/show/завчерашен/прид	 завчерашниот 	 Вид збор: Придавка 	 	 			 			завчерашен, прид
http://www.makedonski.info/show/загавка/св	 загавкаат 	 Вид збор: Глагол, свршен 	 	 	 Дијалектен збор 		 			загавка, св
http://www.makedonski.info/show/загаделичка/св	 загаделичкаат 	 Вид збор: Глагол, свршен 	 	 Англиски: tickle 	 Дијалектен збор 		 			загаделичка, св
http://www.makedonski.info/show/загаден/прид	 загадени 	 Вид збор: Придавка 	 	 Англиски: polluted 	 Екологија 	 Тешките метали од загадената почва во овој крај се пренесуваат директно на земјоделските култури. NEXT_MEANING загадена вода, загаден воздух NEXT_MEANING загадени бунари, загадени простории 			 загаденост ж.	загаден, прид
http://www.makedonski.info/show/загади/св	 загадат 	 Вид збор: Глагол, свршен 	 Слично со: инфицира (св. и несв.) , зарази (св.) NEXT_MEANING Слично со: извалка (св.) NEXT_MEANING Слично со: згади (св.) 	 Англиски: pollute Албански: ndot NEXT_MEANING Англиски: pollute Албански: fëlliq NEXT_MEANING Англиски: disgust Албански: fëlliq 	 Екологија NEXT_MEANING Безлично 	 Чадот го загади градот. 	 Слично со: инфицира (св. и несв.) , зарази (св.) 		 загадува несв. (се) загадуваат (безл.) (ми, ти, му... се) загадува 	загади, св
http://www.makedonski.info/show/загадочен/прид	 загадочниот 	 Вид збор: Придавка 	 	 Англиски: secretive 			 		 1. загадочно прил. Пример: Се насмеа загадочно.NEXT_MEANING 2. загадочност ж.	загадочен, прид
http://www.makedonski.info/show/загадување/ср	 мн. загадувања 	 Вид збор: Именка, среден род 	 Спротивно од: очистување (ср.) 	 Англиски: pollution 	 Екологија 					загадување, ср
http://www.makedonski.info/show/загадувач/м	 мн. загадувачи 	 Вид збор: Именка, машки род 	 NEXT_MEANING NEXT_MEANING 	 Англиски: polluter Албански: fëlliq NEXT_MEANING Англиски: polluter Албански: fëlliq NEXT_MEANING Англиски: polluter Албански: ndot 	 Екологија NEXT_MEANING Екологија NEXT_MEANING Екологија NEXT_MEANING Хемија 	 ОХИС е најголем загадувач во овој реон. 	 		 загадувачки прид. загадувачкиот Пример: Потеклото на загадувачките материи сеуште не може да се утврди.	загадувач, м
http://www.makedonski.info/show/загазери/св	 загазерат 	 Вид збор: Глагол, свршен 	 	 			 			загазери, св
http://www.makedonski.info/show/загази/св	 загазат 	 Вид збор: Глагол, свршен 	 Слично со: гази (несв.) NEXT_MEANING Слично со: набие (св.) , смачка (св.) NEXT_MEANING Слично со: навлезе (св.) 	 Англиски: wade Албански: hap NEXT_MEANING Англиски: stamp Албански: shkel NEXT_MEANING Англиски: step Албански: hap 	 Преносно значење 	 Местото го загази и го направи гумно со стожер. NEXT_MEANING Воловите ја загазија тревата. 	 Слично со: гази (несв.) 		 1. загазува несв. загазуваатNEXT_MEANING 2. загазување ср. глаг. им. 	загази, св
http://www.makedonski.info/show/загајледиса/св	 (се) загајледисаат 	 Вид збор: Глагол, свршен 	 	 Англиски: worry 	 Разговорно 					загајледиса, св
http://www.makedonski.info/show/загајли/св	 (се) загајлат 	 Вид збор: Глагол, свршен 	 	 Англиски: worry 	 Разговорно 					загајли, св
http://www.makedonski.info/show/загака/св	 загакаат 	 Вид збор: Глагол, свршен 	 	 Англиски: cluck 		 Гуските загакаа и летнаа. 				загака, св
http://www.makedonski.info/show/загали/св	 загалат 	 Вид збор: Глагол, свршен 	 Слично со: милува (несв.) , гали (несв.) NEXT_MEANING Слично со: гали (несв.) 	 Англиски: caress Албански: fillon të ledhatoj NEXT_MEANING Англиски: caress Албански: ledhaton, përkëdhel 		 Ме загали нежно по косата. 			 загалува несв. (се) загалуваат	загали, св
http://www.makedonski.info/show/загар/м	 мн. загари 	 Вид збор: Именка, машки род 	 	 Англиски: hound Турски: zağar 			 		 1. загарица ж. мн. загарициNEXT_MEANING 2. загарка ж. мн. загаркиNEXT_MEANING 3. загариште ср. мн. загаришта аугм.NEXT_MEANING 4. загарче ср. мн. загарчиња дем. и хип.	загар, м
http://www.makedonski.info/show/загарантира/св	 загарантираат 	 Вид збор: Глагол, свршен 	 	 Англиски: guarantee 		 Тој ми загарантира дека ќе стигнам навреме. 				загарантира, св
http://www.makedonski.info/show/загаси/св	 загасат 	 Вид збор: Глагол, свршен 	 Слично со: изгаси (св.) NEXT_MEANING NEXT_MEANING Слично со: изгаси (св.) 	 Англиски: extinguish Албански: shuaj NEXT_MEANING Англиски: disappear Албански: zhduk NEXT_MEANING Англиски: run out Албански: shuaj 	 Преносно значење 	 Таа го загаси споменот за него. 	 Слично со: изгаси (св.) 	 2. загасување ср. глаг. им. 	 1. загасува несв. (се) загасуваатNEXT_MEANING 2. загасување ср. глаг. им. 	загаси, св
http://www.makedonski.info/show/загасне/св	 загаснат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING 	 Англиски: extinguish Албански: shuhet NEXT_MEANING Англиски: disappear Албански: shuhet, humbet 	 Преносно значење 	 Огнот го оставија да загасне. NEXT_MEANING Тој почна да го смука лулето што му загасна. 			 1. загаснува несв. загаснуваатNEXT_MEANING 2. загаснување ср. глаг. им. 	загасне, св
http://www.makedonski.info/show/загатка/ж	 мн. загатки 	 Вид збор: Именка, женски род 	 Спротивно од: одгатка (ж.) NEXT_MEANING Слично со: мистерија (ж.) , тајна (ж.) 	 Англиски: puzzle Албански: enigmë NEXT_MEANING Англиски: mystery Албански: mister, e fsheht 		 Многу прашања од неговиот живот и натаму остануваат загатка. NEXT_MEANING Во третиот чин на драмата се одгатнуваат многу загатки. 	 Спротивно од: одгатка (ж.) 			загатка, ж
http://www.makedonski.info/show/загатлив/прид	 загатливиот 	 Вид збор: Придавка 	 	 Англиски: puzzling 					 1. загатливо прил. Пример: Загатливо му светкаа сивите очи.NEXT_MEANING 2. загатливост ж.	загатлив, прид
http://www.makedonski.info/show/загатне/св	 загатнат 	 Вид збор: Глагол, свршен 	 Слично со: навести (св.) 	 Англиски: announce 			 Слично со: навести (св.) 		 1. загатнува несв. загатнуваатNEXT_MEANING 2. загатнување ср. глаг. им. 	загатне, св
http://www.makedonski.info/show/загиба/св	 загибаат 	 Вид збор: Глагол, свршен 	 Слично со: пипа (несв.) NEXT_MEANING NEXT_MEANING 	 Англиски: touch Албански: prek NEXT_MEANING Англиски: tease Албански: ngacmoj NEXT_MEANING Англиски: tease Албански: ngacmoj 	 Разговорно NEXT_MEANING Разговорно NEXT_MEANING Разговорно 	 Тој ја загиба мачката со едно стапче. 				загиба, св
http://www.makedonski.info/show/загинат/прид	 загинатиот 	 Вид збор: Придавка 	 NEXT_MEANING 	 Англиски: deceased NEXT_MEANING Англиски: lost 	 Дијалектен збор 	 Се работи за поддршка за припадниците на семејствата на загинатите. 				загинат, прид
http://www.makedonski.info/show/загине/св	 загинат 	 Вид збор: Глагол, свршен 	 Слично со: умре (св.) NEXT_MEANING Слично со: загуби (св.) NEXT_MEANING NEXT_MEANING Слично со: изгуби (св.) 	 Англиски: die Албански: vdiq NEXT_MEANING Англиски: lose Албански: humbi NEXT_MEANING Англиски: vanish, perish Албански: zhduket NEXT_MEANING Англиски: disappear Албански: humbet 	 Преносно значење 	 Во планината го загинав новиот џемпер. NEXT_MEANING Ми загина ножето. 	 Слично со: умре (св.) 		 1. загинува несв. (се) загинуваатNEXT_MEANING 2. загинување ср. глаг. им. 	загине, св
http://www.makedonski.info/show/загинувачка/ж	 (едн.) 	 Вид збор: Именка, женски род 	 Слично со: загинување (ср.) 	 Англиски: dying 			 Слично со: загинување (ср.) 			загинувачка, ж
http://www.makedonski.info/show/загипсира/св	 загипсираат 	 Вид збор: Глагол, свршен 	 	 	 Архитектура и градба 	 Го ангажираше да ги загипсира оштетените ѕидови. 				загипсира, св
http://www.makedonski.info/show/заглавен/прид	 заглавниот 	 Вид збор: Придавка 	 Слично со: почетен (прид.) , иницијален (прид.) NEXT_MEANING 	 Англиски: initial NEXT_MEANING Англиски: stuck 		 заглавена рака 	 Слично со: почетен (прид.) , иницијален (прид.) 			заглавен, прид
http://www.makedonski.info/show/заглави/св	 заглават 	 Вид збор: Глагол, свршен 	 NEXT_MEANING Слично со: настрада (св.) NEXT_MEANING NEXT_MEANING 	 Англиски: get stuck Албански: ngulis, bllokoj NEXT_MEANING Англиски: get into trouble Албански: ngulem NEXT_MEANING Англиски: get stuck Албански: ngulitem NEXT_MEANING Англиски: get stuck Албански: bllokoj 	 Преносно значење 	 Заглавив во некои урнатини и не можев да излезам од нив. NEXT_MEANING Во таа работа брзо ќе заглавиш. 	 		 1. заглавува несв. (се) заглавуваатNEXT_MEANING 2. заглавување ср. глаг. им. 	заглави, св
http://www.makedonski.info/show/заглавие/ср	 мн. заглавија 	 Вид збор: Именка, среден род 	 	 Англиски: title 			 		 заглавје ср. мн. заглавја	заглавие, ср
http://www.makedonski.info/show/заглавка/ж	 мн. заглавки 	 Вид збор: Именка, женски род 	 	 			 			заглавка, ж
http://www.makedonski.info/show/загладни/св	 загладнат 	 Вид збор: Глагол, свршен 	 	 Англиски: get hungry 			 		 1. загладнува несв. загладнуваатNEXT_MEANING 2. загладнување ср. глаг. им. 	загладни, св
http://www.makedonski.info/show/загладува/св	 загладуваат 	 Вид збор: Глагол, свршен 	 	 Англиски: starve 		 Храната брзо се потроши и ние пак загладувавме. 			 загладување ср. глаг. им. 	загладува, св
http://www.makedonski.info/show/загледа/св	 загледаат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING NEXT_MEANING NEXT_MEANING NEXT_MEANING 	 Англиски: look Албански: shikon NEXT_MEANING Англиски: see Албански: sheh NEXT_MEANING Англиски: stare Албански: vështron NEXT_MEANING Англиски: watch Албански: vëzhgoj NEXT_MEANING Англиски: fancy Албански: pëlqej 		 Го загледа писмото од сите страни. 		 1. загледува несв. (се) загледуваат	 1. загледува несв. (се) загледуваатNEXT_MEANING 2. загледување ср. глаг. им. 	загледа, св
http://www.makedonski.info/show/заглиби/св	 (се) заглибат 	 Вид збор: Глагол, свршен 	 Слично со: заглави (св.) NEXT_MEANING Слично со: заглави (св.) 	 Англиски: get stuck Албански: zhytem NEXT_MEANING Англиски: get stuck Албански: zhytem 	 Преносно значење 	 Се заглиби во долгови. 	 Слично со: заглави (св.) 		 1. заглибува несв. (се) заглибуваатNEXT_MEANING 2. заглибување ср. глаг. им. 	заглиби, св
http://www.makedonski.info/show/заглода/св	 заглодаат 	 Вид збор: Глагол, свршен 	 Слично со: глода (несв.) NEXT_MEANING NEXT_MEANING Слично со: скаса (св.) NEXT_MEANING 	 Англиски: gnaw Албански: brej NEXT_MEANING Англиски: gnaw Албански: brej NEXT_MEANING Англиски: snap Албански: acarohem, kapem NEXT_MEANING Англиски: snap Албански: kapet, hidhërohet 	 Преносно значење NEXT_MEANING Преносно значење 	 Кучето ја заглода коската. 			 заглодува несв. (се) заглодуваат	заглода, св
http://www.makedonski.info/show/заглоти/св	 (се) заглотат 	 Вид збор: Глагол, свршен 	 	 						заглоти, св
http://www.makedonski.info/show/заглочка/св	 заглочкаат 	 Вид збор: Глагол, свршен 	 	 		 Очите го заглочкаа од густата магла. 				заглочка, св
http://www.makedonski.info/show/заглувее/св	 заглувеат 	 Вид збор: Глагол, свршен 	 	 Англиски: go deaf 	 Медицина 	 Тој заглувеал со годините. 				заглувее, св
http://www.makedonski.info/show/заглувне/св	 заглувнат 	 Вид збор: Глагол, свршен 	 Слично со: оглуви (св.) NEXT_MEANING 	 Англиски: go deaf Албански: shurdhet NEXT_MEANING Англиски: become silent Албански: shurdhet 	 Медицина NEXT_MEANING Преносно значење 	 Сѐ уште не беше заглувнало ехото од истрелот. NEXT_MEANING Заглувнаа пушките по планините. 	 Слично со: оглуви (св.) 		 1. заглувнува несв. заглувнуваатNEXT_MEANING 2. заглувнување ср. глаг. им. 	заглувне, св
http://www.makedonski.info/show/заглупавен/прид	 заглупавениот 	 Вид збор: Придавка 	 	 		 заглупавен старец 			 заглупавеност ж.	заглупавен, прид
http://www.makedonski.info/show/заглупави/св	 заглупават 	 Вид збор: Глагол, свршен 	 	 			 			заглупави, св
http://www.makedonski.info/show/заглупен/прид	 заглупениот 	 Вид збор: Придавка 	 	 					 заглупеност ж.	заглупен, прид
http://www.makedonski.info/show/заглупи/св	 заглупат 	 Вид збор: Глагол, свршен 	 	 					 1. заглупува несв. заглупуваатNEXT_MEANING 2. заглупување ср. глаг. им. 	заглупи, св
http://www.makedonski.info/show/заглушен/прид	 заглушниот 	 Вид збор: Придавка 	 Слично со: заглушувачки (прид.) NEXT_MEANING 	 Англиски: deafening NEXT_MEANING Англиски: muffled 		 Заглушено стенкање. 	 Слично со: заглушувачки (прид.) 		 1. заглушно прил. Пример: Tој исписка остро и заглушно.NEXT_MEANING 2. заглушено прил. Пример: Чешмата жуборка тивко, заглушено.NEXT_MEANING 3. заглушеност ж.	заглушен, прид
http://www.makedonski.info/show/заглуши/св	 заглушат 	 Вид збор: Глагол, свршен 	 NEXT_MEANING Слично со: заглувне (св.) NEXT_MEANING NEXT_MEANING NEXT_MEANING 	 Англиски: deafen Албански: shurdhoj NEXT_MEANING Англиски: deafen Албански: shurdhoj NEXT_MEANING Англиски: dampen Албански: zbpras NEXT_MEANING Англиски: hinder Албански: pengoj NEXT_MEANING Англиски: muffle Албански: zhurmëmbytës 	 Преносно значење NEXT_MEANING Преносно значење 	 Силниот пискот на локомотивата ми ги заглуши ушите. NEXT_MEANING Нѐ заглушија гласовите на продавачите. 	 	 2. заглушување ср. глаг. им. 	 1. заглушува несв. (се) заглушуваатNEXT_MEANING 2. заглушување ср. глаг. им. 	заглуши, св
http://www.makedonski.info/show/заглушит/прид	 заглушитиот 	 Вид збор: Придавка 	 	 Англиски: deafen 						заглушит, прид
http://www.makedonski.info/show/заглушителен/прид	 заглушителниот 	 Вид збор: Придавка 	 	 Англиски: deafening 					 заглушително прил. Пример: Грми силно, заглушително.	заглушителен, прид
http://www.makedonski.info/show/заглушлив/прид	 заглушливиот 	 Вид збор: Придавка 	 	 Англиски: deafening 						заглушлив, прид
